run_id,optimizer,lr,step,parameter,count,alpha_up,alpha_dn,lag_est,lag_XW,gblk0,gblk1,gblk2,gblk3
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,500,blocks.*.mlp.c_fc,11,0.167,,0.7875,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,500,blocks.*.mlp.c_proj,11,0.4566,,0.5813,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,500,blocks.*.attn.qkvo_w,,,,,,0.03369,0.03467,0.08641,0.0995
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,750,smear_gate.weight,1,0.615,,0.6663,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,750,blocks.*.attn.attn_gate.weight,10,0.5006,,0.6197,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,750,blocks.*.attn.qkvo_w,10,0.2526,,0.8458,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,750,blocks.*.mlp.c_fc,11,0.1562,,0.8293,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,750,blocks.*.mlp.c_proj,11,0.4862,,0.5751,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,750,blocks.*.attn.qkvo_w,,,,,,0.02769,0.02764,0.07471,0.09219
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1000,smear_gate.weight,1,0.5669,,0.5766,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1000,blocks.*.attn.attn_gate.weight,10,0.5069,,0.6702,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1000,blocks.*.attn.qkvo_w,10,0.2563,,0.8543,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1000,blocks.*.mlp.c_fc,11,0.1829,,0.8307,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1000,blocks.*.mlp.c_proj,11,0.536,,0.5572,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1000,blocks.*.attn.qkvo_w,,,,,,0.02635,0.02752,0.08141,0.08858
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1250,smear_gate.weight,1,0.7124,,0.3403,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1250,blocks.*.attn.attn_gate.weight,10,0.4984,,0.6559,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1250,blocks.*.attn.qkvo_w,10,0.2896,,0.8262,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1250,blocks.*.mlp.c_fc,11,0.2093,,0.7845,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1250,blocks.*.mlp.c_proj,11,0.5487,,0.5237,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1250,blocks.*.attn.qkvo_w,,,,,,0.02212,0.0227,0.06068,0.06767
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1500,smear_gate.weight,1,0.6109,,0.299,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1500,blocks.*.attn.attn_gate.weight,10,0.489,,0.5803,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1500,blocks.*.attn.qkvo_w,10,0.2943,,0.8132,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1500,blocks.*.mlp.c_fc,11,0.2034,,0.7842,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1500,blocks.*.mlp.c_proj,11,0.5544,,0.51,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1500,blocks.*.attn.qkvo_w,,,,,,0.02211,0.02229,0.06163,0.0616
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1750,smear_gate.weight,1,0.6567,,0.3698,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1750,blocks.*.attn.attn_gate.weight,10,0.5699,,0.5398,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1750,blocks.*.attn.qkvo_w,10,0.284,,0.8078,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1750,blocks.*.mlp.c_fc,11,0.2186,,0.7723,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1750,blocks.*.mlp.c_proj,11,0.5564,,0.4858,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,1750,blocks.*.attn.qkvo_w,,,,,,0.02089,0.02133,0.05464,0.05637
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2000,smear_gate.weight,1,0.628,,0.4092,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2000,blocks.*.attn.attn_gate.weight,10,0.4811,,0.5453,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2000,blocks.*.attn.qkvo_w,10,0.2738,,0.7959,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2000,blocks.*.mlp.c_fc,11,0.214,,0.7644,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2000,blocks.*.mlp.c_proj,11,0.5671,,0.4747,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2000,blocks.*.attn.qkvo_w,,,,,,0.02185,0.02121,0.05695,0.0543
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2250,smear_gate.weight,1,0.6278,,0.2039,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2250,blocks.*.attn.attn_gate.weight,10,0.5026,,0.5418,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2250,blocks.*.attn.qkvo_w,10,0.2967,,0.7538,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2250,blocks.*.mlp.c_fc,11,0.2256,,0.7308,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2250,blocks.*.mlp.c_proj,11,0.5807,,0.429,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2250,blocks.*.attn.qkvo_w,,,,,,0.01964,0.01999,0.04663,0.04696
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2330,smear_gate.weight,1,0.6528,,0.7963,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2330,blocks.*.attn.attn_gate.weight,10,0.5818,,0.7102,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2330,blocks.*.attn.qkvo_w,10,0.3735,,0.8057,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2330,blocks.*.mlp.c_fc,11,0.3227,,0.8158,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2330,blocks.*.mlp.c_proj,11,0.5971,,0.6163,,,,,
EF21-MuonUSign_lr0.06_2717df49,EF21-MuonUSign,0.06,2330,blocks.*.attn.qkvo_w,,,,,,0.01973,0.02042,0.04526,0.04626
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,250,smear_gate.weight,1,0.701,,0.7948,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,250,blocks.*.attn.attn_gate.weight,10,0.6301,,0.656,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,250,blocks.*.attn.qkvo_w,10,0.6396,,0.5385,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,250,blocks.*.mlp.c_fc,11,0.6023,,0.514,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,250,blocks.*.mlp.c_proj,11,0.6042,,0.5169,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,250,blocks.*.attn.qkvo_w,,,,,,0.06303,0.05974,0.1594,0.1334
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,500,smear_gate.weight,1,0.7986,,0.4474,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,500,blocks.*.attn.attn_gate.weight,10,0.6544,,0.619,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,500,blocks.*.attn.qkvo_w,10,0.6398,,0.4999,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,500,blocks.*.mlp.c_fc,11,0.6172,,0.459,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,500,blocks.*.mlp.c_proj,11,0.6184,,0.4633,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,500,blocks.*.attn.qkvo_w,,,,,,0.04203,0.03799,0.2097,0.1416
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,750,smear_gate.weight,1,0.5835,,0.4024,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,750,blocks.*.attn.attn_gate.weight,10,0.6378,,0.625,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,750,blocks.*.attn.qkvo_w,10,0.6398,,0.5119,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,750,blocks.*.mlp.c_fc,11,0.6233,,0.4556,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,750,blocks.*.mlp.c_proj,11,0.6247,,0.4624,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,750,blocks.*.attn.qkvo_w,,,,,,0.03044,0.0279,0.1181,0.09811
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1000,smear_gate.weight,1,0.5865,,0.7225,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1000,blocks.*.attn.attn_gate.weight,10,0.6454,,0.6148,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1000,blocks.*.attn.qkvo_w,10,0.6397,,0.5084,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1000,blocks.*.mlp.c_fc,11,0.6266,,0.4497,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1000,blocks.*.mlp.c_proj,11,0.6266,,0.4576,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1000,blocks.*.attn.qkvo_w,,,,,,0.02848,0.02522,0.131,0.09602
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1250,smear_gate.weight,1,0.6766,,0.1415,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1250,blocks.*.attn.attn_gate.weight,10,0.6654,,0.5482,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1250,blocks.*.attn.qkvo_w,10,0.6397,,0.5132,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1250,blocks.*.mlp.c_fc,11,0.6281,,0.4559,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1250,blocks.*.mlp.c_proj,11,0.6288,,0.4627,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1250,blocks.*.attn.qkvo_w,,,,,,0.02719,0.02384,0.1102,0.08314
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1500,smear_gate.weight,1,0.72,,0.3707,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1500,blocks.*.attn.attn_gate.weight,10,0.6331,,0.5932,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1500,blocks.*.attn.qkvo_w,10,0.6397,,0.5101,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1500,blocks.*.mlp.c_fc,11,0.6291,,0.4504,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1500,blocks.*.mlp.c_proj,11,0.6296,,0.4566,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1500,blocks.*.attn.qkvo_w,,,,,,0.02436,0.02187,0.09305,0.07162
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1750,smear_gate.weight,1,0.8243,,0.194,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1750,blocks.*.attn.attn_gate.weight,10,0.6481,,0.5714,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1750,blocks.*.attn.qkvo_w,10,0.6398,,0.5093,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1750,blocks.*.mlp.c_fc,11,0.6309,,0.4422,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1750,blocks.*.mlp.c_proj,11,0.6313,,0.4518,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,1750,blocks.*.attn.qkvo_w,,,,,,0.02402,0.02144,0.09225,0.07047
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2000,smear_gate.weight,1,0.6605,,0.5,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2000,blocks.*.attn.attn_gate.weight,10,0.6146,,0.5819,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2000,blocks.*.attn.qkvo_w,10,0.6398,,0.5092,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2000,blocks.*.mlp.c_fc,11,0.6317,,0.4389,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2000,blocks.*.mlp.c_proj,11,0.6322,,0.4469,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2000,blocks.*.attn.qkvo_w,,,,,,0.02351,0.02142,0.07902,0.06465
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2250,smear_gate.weight,1,0.5858,,0.6015,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2250,blocks.*.attn.attn_gate.weight,10,0.657,,0.4928,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2250,blocks.*.attn.qkvo_w,10,0.6398,,0.5028,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2250,blocks.*.mlp.c_fc,11,0.6323,,0.4296,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2250,blocks.*.mlp.c_proj,11,0.6336,,0.4378,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2250,blocks.*.attn.qkvo_w,,,,,,0.02264,0.02018,0.06577,0.0543
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2330,smear_gate.weight,1,0.7196,,0.3589,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2330,blocks.*.attn.attn_gate.weight,10,0.6431,,0.651,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2330,blocks.*.attn.qkvo_w,10,0.6399,,0.6609,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2330,blocks.*.mlp.c_fc,11,0.633,,0.6166,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2330,blocks.*.mlp.c_proj,11,0.6342,,0.6212,,,,,
EF21-SignMuon_lr0.06_bb803ec4,EF21-SignMuon,0.06,2330,blocks.*.attn.qkvo_w,,,,,,0.02228,0.02025,0.06296,0.0526
